account_node,graph_louvain_community,graph_betweenness,graph_pagerank,graph_fan_in_out_ratio
8013124F0,3516,0.0,1.531111595884167e-05,0.0
80B2F9BC0,76,0.0,8.311399867716372e-06,0.5
80DE30BA0,76,0.0,1.5351771242376274e-05,0.0
801C04A20,3517,0.0,8.256837729459909e-06,1.0
80C5501F0,3517,0.0,1.531111595884167e-05,0.0
800B9FF20,2451,0.0,1.1783976844150791e-05,0.5
8033D5090,2451,0.0,1.859151296010193e-05,0.0
8001DE200,3518,0.0,8.256837729459909e-06,3.0
80D0D51E0,3518,0.0,1.0608263805920497e-05,0.0
8010BE6C0,3519,0.0,1.4463470640261736e-05,1.0
802550500,3520,0.0,1.531111595884167e-05,0.5
810438E20,3520,0.0,2.1871909961362203e-05,0.0
800517F00,3521,0.0,1.531111595884167e-05,1.0
811154920,3521,0.0,1.5064373845411056e-05,0.0
80A2DAA80,3522,0.0,8.256837729459909e-06,1.0
80A2D9530,3522,0.0,1.531111595884167e-05,0.0
800C927C1,3523,0.0,8.256837729459909e-06,2.0
800C927C0,3523,0.0,2.088522153334351e-05,0.3333333333333333
80A652D70,76,0.0,8.311399867716372e-06,0.0
810CF55E0,3524,0.0,8.256837729459909e-06,1.0
810CCDB20,3524,0.0,1.531111595884167e-05,0.0
80C779910,3525,0.0,8.256837729459909e-06,1.0
810DDAA00,3525,0.0,1.531111595884167e-05,0.0
8119670A0,3526,0.0,8.256837729459909e-06,1.0
8002B5170,3526,0.0,1.531111595884167e-05,0.0
805BA68C0,3527,0.0,8.256837729459909e-06,1.0
811F00280,3527,0.0,1.531111595884167e-05,0.0
8038DE530,3528,0.0,8.256837729459909e-06,1.0
805EECB70,3528,0.0,2.236539418822343e-05,0.0
807A6DE60,3529,0.0,8.256837729459909e-06,2.0
811C20D90,3529,0.0,1.1783976844150791e-05,0.0
80075F050,3530,0.0,8.256837729459909e-06,1.0
801ACA4F0,3530,0.0,1.531111595884167e-05,0.0
8061FC680,3531,0.0,8.256837729459909e-06,2.0
806477CD0,3531,0.0,1.1783976844150791e-05,0.0
8003A9560,3532,0.0,1.4463470640261736e-05,1.0
803D67DD0,3533,0.0,3.379842235911546e-05,0.5
81375FB51,3534,0.0,8.256837729459909e-06,1.0
81403AA51,3534,0.0,1.531111595884167e-05,0.0
81390E920,3535,0.0,3.379842235911546e-05,0.5
80BD8FBF0,3536,0.0,8.256837729459909e-06,1.0
80D0606A0,3536,0.0,1.531111595884167e-05,0.0
80987C050,3537,0.0,3.379842235911546e-05,0.5
807AE6810,3538,0.0,8.256837729459909e-06,1.0
80BB04180,3538,0.0,1.531111595884167e-05,0.0
801B006B0,3539,0.0,1.531111595884167e-05,0.5
804D24A80,3539,0.0,2.1871909961362203e-05,0.0
809656C80,3540,0.0,3.379842235911546e-05,0.5
80024FF00,3541,0.0,8.256837729459909e-06,1.0
8007025F0,3541,0.0,1.531111595884167e-05,0.0
80F702650,3542,0.0,8.256837729459909e-06,1.0
81246D140,3542,0.0,1.531111595884167e-05,0.0
804D9C740,3543,0.0,8.256837729459909e-06,1.0
8091E3D30,3543,0.0,1.531111595884167e-05,0.0
805F8F360,3544,0.0,8.256837729459909e-06,1.0
8066BBC60,3544,0.0,1.531111595884167e-05,0.0
80DD1B500,4,0.0,2.1871909961362203e-05,1.0
80E8F5840,4,0.0,1.741548001038094e-05,0.0
802702B50,3545,0.0,8.256837729459909e-06,2.0
80D47E6A0,3545,0.0,1.1783976844150791e-05,0.0
8038D8490,3546,0.0,8.256837729459909e-06,1.0
8048AC7F0,3546,0.0,1.531111595884167e-05,0.0
8036C5B10,120,0.0,8.340365779962378e-06,0.0
807688770,3547,0.0,8.256837729459909e-06,1.0
807DEB050,3547,0.0,1.531111595884167e-05,0.0
8065719D0,372,0.0,1.0608263805920497e-05,0.5
807DA3A50,372,0.0,1.749804729301518e-05,0.0
802BB33D0,3548,0.0,8.256837729459909e-06,1.0
8056CE0B0,3548,0.0,1.531111595884167e-05,0.0
80039DBE0,3549,0.0,8.256837729459909e-06,2.0
801B5F4E0,3549,0.0,1.1783976844150791e-05,0.0
809A254C0,3550,0.0,8.256837729459909e-06,1.0
81319B5E0,3550,0.0,1.531111595884167e-05,0.0
8000E8F61,3551,0.0,8.256837729459909e-06,1.0
813DB6971,3551,0.0,1.531111595884167e-05,0.0
802187500,602,0.0,8.256837729459909e-06,1.0
80071A540,91,0.0,8.256837729459909e-06,2.0
805F909A0,3552,0.0,1.6239926927895992e-05,0.5
809F3B2D0,3552,0.0,0.00010189457603439345,0.25
80C7B3340,3553,0.0,8.256837729459909e-06,1.0
8138F7B80,3553,0.0,1.531111595884167e-05,0.0
8108F7C00,3554,0.0,8.256837729459909e-06,1.0
8132F0130,3554,0.0,1.531111595884167e-05,0.0
802A520F0,3555,0.0,8.256837729459909e-06,1.0
802F1A7F0,3555,0.0,1.531111595884167e-05,0.5
801423C50,3556,0.0,1.1783976844150791e-05,1.0
807CBD640,3556,0.0,1.3424175344780922e-05,0.0
80B01C7C0,3557,0.0,8.256837729459909e-06,1.0
80B07A430,3557,0.0,1.531111595884167e-05,0.0
8099468F0,3558,0.0,5.9340006988771e-05,0.3333333333333333
803A8BB70,3559,0.0,3.379842235911546e-05,0.5
813424001,3560,0.0,1.4463470640261736e-05,1.0
80C3789D0,3561,0.0,8.256837729459909e-06,1.0
8132E5B90,3561,0.0,1.531111595884167e-05,0.0
80B744960,3562,0.0,8.256837729459909e-06,1.0
80C186A60,3562,0.0,1.531111595884167e-05,0.0
80BEDEAF0,3563,0.0,3.379842235911546e-05,0.5
804F62B10,3564,0.0,8.256837729459909e-06,1.0
8139C05A0,3564,0.0,1.531111595884167e-05,0.0
804DAFC40,127,0.0,8.382936893425053e-06,0.0
8013D2730,3565,0.0,8.256837729459909e-06,1.0
8020F1190,3565,0.0,1.531111595884167e-05,0.0
8119732B0,76,0.0,8.311399867716372e-06,0.0
802BFB830,3566,0.0,1.1783976844150791e-05,0.5
8072E4040,3566,0.0,1.859151296010193e-05,0.0
80A4B9E90,3567,0.0,8.256837729459909e-06,1.0
80B00EA30,3567,0.0,1.531111595884167e-05,0.0
809FB62C0,3568,0.0,8.256837729459909e-06,2.0
80DCF3610,3568,0.0,1.1783976844150791e-05,0.0
8045764F0,3569,0.0,8.256837729459909e-06,2.0
810216340,3569,0.0,1.8838255073532552e-05,0.0
80614DB00,3570,0.0,8.256837729459909e-06,1.0
8061BB690,3570,0.0,1.531111595884167e-05,0.0
8031EF360,3571,0.0,1.4463470640261736e-05,1.0
804A279A0,3572,0.0,8.256837729459909e-06,1.0
80588CEA0,3572,0.0,1.531111595884167e-05,0.0
80A278BD0,3573,0.0,8.256837729459909e-06,1.0
80AF9A150,3573,0.0,1.531111595884167e-05,0.0
80015EFC0,3574,0.0,8.256837729459909e-06,1.0
808B39EA0,3574,0.0,2.236539418822343e-05,0.0
80DDB68B0,3575,0.0,1.531111595884167e-05,1.0
80E182DE0,3575,0.0,1.5064373845411056e-05,0.5
801EE8340,3576,0.0,8.256837729459909e-06,3.0
806882060,3576,0.0,1.7662542035302257e-05,0.0
80CDF3000,3577,0.0,8.256837729459909e-06,1.0
80D896870,3577,0.0,1.531111595884167e-05,0.0
80A9D65F0,3578,0.0,3.379842235911546e-05,0.5
80DBFE400,3579,0.0,3.379842235911546e-05,0.5
8005B3E40,3580,0.0,8.256837729459909e-06,2.0
800D3B890,3580,0.0,1.1783976844150791e-05,0.5
809FBDDF0,91,0.0,8.304174679462898e-06,0.0
8049B1870,3581,0.0,8.256837729459909e-06,1.0
8049DDCE0,3581,0.0,1.531111595884167e-05,0.0
8002B8370,3582,0.0,8.256837729459909e-06,1.0
803D37CB0,3582,0.0,1.531111595884167e-05,0.0
80AF64F70,3583,0.0,8.256837729459909e-06,1.0
80B015850,3583,0.0,1.531111595884167e-05,0.0
80F763F30,3584,0.0,1.531111595884167e-05,0.5
80FB5BCC0,3584,0.0,2.1871909961362203e-05,0.0
802A63A80,76,0.0,8.256837729459909e-06,2.0
80C1264A0,76,0.0,1.1783976844150791e-05,0.0
811E9AA40,615,0.0,8.350894772518333e-06,0.0
80717DE70,3585,0.0,8.256837729459909e-06,1.0
80717F6B0,3585,0.0,1.531111595884167e-05,0.0
80E21BF10,3586,0.0,8.256837729459909e-06,2.0
80E262D30,3586,0.0,1.1783976844150791e-05,0.0
80BCF2000,3587,0.0,8.256837729459909e-06,1.0
8141DF6D0,3587,0.0,1.531111595884167e-05,0.0
80E2B11D0,3588,0.0,8.256837729459909e-06,1.0
80E451230,3588,0.0,1.531111595884167e-05,0.0
8006A8650,3589,0.0,8.256837729459909e-06,1.0
804D13640,3589,0.0,1.531111595884167e-05,0.0
804C1E650,3590,0.0,8.256837729459909e-06,1.0
805F140F0,3590,0.0,1.8838255073532552e-05,0.0
8005A5B20,3591,0.0,8.256837729459909e-06,2.0
80305F630,3591,0.0,1.1783976844150791e-05,0.5
800059230,3592,0.0,8.256837729459909e-06,6.0
80D03F980,3592,0.0,9.432550767690204e-06,0.5
8006E8A10,3593,0.0,8.256837729459909e-06,1.0
802F2F3D0,3593,0.0,1.531111595884167e-05,0.0
80013A3C0,3594,0.0,8.256837729459909e-06,2.0
8002A40F0,3594,0.0,1.1783976844150791e-05,0.0
8031B2460,76,0.0,8.256837729459909e-06,2.0
8093EF990,76,0.0,1.1783976844150791e-05,0.0
80360A700,3595,0.0,2.1871909961362203e-05,0.5
803CB9E40,3595,0.0,2.6574122291301963e-05,0.5
80310ED10,3596,0.0,8.256837729459909e-06,1.0
8039197D0,3596,0.0,2.236539418822343e-05,0.0
80A8A6E20,3597,0.0,3.379842235911546e-05,0.5
80A4941D0,3598,0.0,8.256837729459909e-06,1.0
80AAC05F0,3598,0.0,1.531111595884167e-05,0.0
8029FDDE0,3599,0.0,8.256837729459909e-06,1.0
8086F4CD0,3599,0.0,1.531111595884167e-05,0.5
800350870,3600,0.0,8.256837729459909e-06,1.0
8013C2250,3600,0.0,1.531111595884167e-05,0.0
803DC46D0,3601,0.0,8.256837729459909e-06,1.0
804F0D740,3601,0.0,1.531111595884167e-05,0.5
80CEDC1C0,268,0.0,8.499964019315307e-06,0.5
80D60ECD0,268,0.0,1.551224107192132e-05,0.0
80441B880,3602,0.0,8.256837729459909e-06,1.0
804512240,3602,0.0,1.531111595884167e-05,0.0
800118A80,3603,0.0,8.256837729459909e-06,4.0
8001E0AE0,3603,0.0,1.002040728680535e-05,1.0
80E98F790,3604,0.0,8.256837729459909e-06,1.0
80E9951E0,3604,0.0,1.531111595884167e-05,0.0
80008E550,3605,0.0,8.256837729459909e-06,2.0
8065DBAA0,3605,0.0,1.1783976844150791e-05,0.0
803CE1600,3606,0.0,3.379842235911546e-05,0.5
813DBDDD1,3607,0.0,8.256837729459909e-06,1.0
8147E75E1,3607,0.0,1.531111595884167e-05,0.0
802302D80,3608,0.0,8.256837729459909e-06,1.0
802BEBE70,3608,0.0,1.531111595884167e-05,0.0
807B3B3B0,76,0.0,8.311399867716372e-06,0.0
802F431C0,3609,0.0,8.256837729459909e-06,1.0
802F10DA0,3609,0.0,1.531111595884167e-05,0.0
802960DC0,3610,0.0,8.256837729459909e-06,2.0
80F7B8A10,3610,0.0,4.656921467394323e-05,0.3333333333333333
803EC7790,3611,0.0,8.256837729459909e-06,1.0
80C4249F0,3611,0.0,1.531111595884167e-05,0.0
80FD52C30,3612,0.0,1.160058581925775e-05,0.5
80FD373B0,3612,0.0,1.8288081998853432e-05,0.0
802498CD0,3613,0.0,8.256837729459909e-06,3.0
803CB17C0,3613,0.0,1.0608263805920497e-05,0.0
80075BC80,810,0.0,9.667693375336262e-06,0.5
80170FAC0,810,0.0,1.6623274759345775e-05,0.5
80368FB40,1270,0.0,5.5812867874080124e-05,0.3333333333333333
80713E260,3614,0.0,3.379842235911546e-05,0.5
80880F5F0,32,0.0,8.300382656801772e-06,0.5
814891BE1,3615,0.0,3.379842235911546e-05,0.5
810FA6DD0,2015,0.0,1.1783976844150791e-05,0.0
80684B770,3616,0.0,8.256837729459909e-06,1.0
811908570,3616,0.0,1.531111595884167e-05,0.0
807C350B0,3617,0.0,1.1783976844150791e-05,0.5
812C9A860,3617,0.0,1.859151296010193e-05,0.0
809EA8D90,3618,0.0,1.531111595884167e-05,0.5
8124E4DE0,3618,0.0,2.1871909961362203e-05,0.0
80B202710,3619,0.0,8.256837729459909e-06,1.0
80B203CA0,3619,0.0,1.531111595884167e-05,0.0
80FDB3DF0,3620,0.0,8.256837729459909e-06,1.0
8115D8D10,3620,0.0,1.531111595884167e-05,0.0
810667050,3621,0.0,8.256837729459909e-06,1.0
810922310,3621,0.0,1.531111595884167e-05,0.0
8006565B0,3622,0.0,8.256837729459909e-06,2.0
8010A5380,3622,0.0,1.1783976844150791e-05,0.5
80BCF17A0,3623,0.0,8.256837729459909e-06,1.0
8116A28E0,3623,0.0,1.531111595884167e-05,0.0
811D95FE0,3624,0.0,8.256837729459909e-06,2.0
811E506E0,3624,0.0,1.1783976844150791e-05,0.0
800063990,3625,0.0,8.256837729459909e-06,3.0
811CB25A0,3625,0.0,1.0608263805920497e-05,0.0
801E1F960,3626,0.0,8.256837729459909e-06,1.0
802D77730,3626,0.0,1.531111595884167e-05,0.0
8076B56B0,3627,0.0,8.256837729459909e-06,1.0
8137F8D70,3627,0.0,1.531111595884167e-05,0.0
810934360,34,0.0,8.384533085373978e-06,0.0
8001F64C0,2867,0.0,8.256837729459909e-06,2.0
8003504A0,2867,0.0,1.1783976844150791e-05,0.0
805122650,3628,0.0,1.4463470640261736e-05,1.0
812967020,3629,0.0,3.379842235911546e-05,0.5
8047D6530,3630,0.0,8.256837729459909e-06,1.0
8093F4D70,3630,0.0,1.8838255073532552e-05,0.0
8047951A0,3631,0.0,8.256837729459909e-06,2.0
8047AE6B0,3631,0.0,1.1783976844150791e-05,0.5
8001CB7C0,3632,0.0,8.256837729459909e-06,5.0
800CF9640,3632,0.0,9.667693375336262e-06,0.0
80160E9D0,3633,0.0,8.256837729459909e-06,1.0
802AED9A0,3633,0.0,1.531111595884167e-05,0.5
811D00440,76,0.0,8.311399867716372e-06,0.0
800BAE2F0,3634,0.0,8.256837729459909e-06,1.0
81369AC50,3634,0.0,1.531111595884167e-05,0.0
8000C3330,3635,0.0,8.256837729459909e-06,2.0
80CDEDDB0,3635,0.0,1.1783976844150791e-05,0.0
8024C6BD0,91,0.0,8.256837729459909e-06,1.0
80C7BD2F0,91,0.0,1.5358452908844662e-05,0.0
8095F1880,3636,0.0,1.531111595884167e-05,0.5
8099FC090,3636,0.0,2.1871909961362203e-05,0.0
802E0EC30,91,0.0,8.304174679462898e-06,0.0
80E2D6290,3637,0.0,8.256837729459909e-06,1.0
80E3AA840,3637,0.0,1.531111595884167e-05,0.0
80BD87D20,3638,0.0,8.256837729459909e-06,1.0
80F3E2EC0,3638,0.0,1.531111595884167e-05,0.0
803DD82E0,3639,0.0,8.256837729459909e-06,1.0
8040F5730,3639,0.0,1.531111595884167e-05,0.0
8012C8BE0,3640,0.0,1.1783976844150791e-05,0.5
808F882C0,3640,0.0,1.859151296010193e-05,0.0
80623E8C0,76,0.0,8.311399867716372e-06,0.0
8079BD760,3641,0.0,1.531111595884167e-05,0.5
80D2537C0,3641,0.0,2.1871909961362203e-05,0.0
803B1A790,3642,0.0,8.256837729459909e-06,2.0
8045F7E60,3642,0.0,1.1783976844150791e-05,0.5
80A824DB0,91,0.0,8.304174679462898e-06,0.0
804E022F0,127,0.0,1.543721512280681e-05,0.0
804DFBEF0,3643,0.0,8.256837729459909e-06,1.0
804FE7350,3643,0.0,1.531111595884167e-05,0.0
8035B7560,3644,0.0,8.256837729459909e-06,1.0
80AFF2950,3644,0.0,1.531111595884167e-05,0.0
800331C60,91,0.0,8.304174679462898e-06,1.5
80195B460,91,0.0,1.0619899618581065e-05,0.0
80C04FFA0,3645,0.0,8.256837729459909e-06,2.0
80C168C40,3645,0.0,1.1783976844150791e-05,0.0
801761F20,3646,0.0,8.256837729459909e-06,1.0
8035F23E0,3646,0.0,1.531111595884167e-05,0.0
8112A0F40,76,0.0,8.256837729459909e-06,1.0
80022BBB0,3647,0.0,2.1871909961362203e-05,0.5
800858780,3647,0.0,2.6574122291301963e-05,0.0
805368D00,3648,0.0,8.256837729459909e-06,1.0
8094E9B60,3648,0.0,1.531111595884167e-05,0.0
80D33F9F0,3649,0.0,8.256837729459909e-06,1.0
8126E6410,3649,0.0,1.531111595884167e-05,0.0
80883C830,651,0.0,3.362840052068372e-05,0.0
80839EF70,3650,0.0,8.256837729459909e-06,1.0
80849CA40,3650,0.0,1.531111595884167e-05,0.0
806368220,3651,0.0,8.256837729459909e-06,1.0
806B4D5E0,3651,0.0,1.531111595884167e-05,0.0
8007075D0,2141,0.0,8.256837729459909e-06,2.0
800FF52B0,2141,0.0,1.531111595884167e-05,0.3333333333333333
804B20220,3652,0.0,8.256837729459909e-06,2.0
804B95090,3652,0.0,1.1783976844150791e-05,0.0
803188880,3653,0.0,1.1783976844150791e-05,0.5
81016C790,3653,0.0,1.859151296010193e-05,0.5
811E4EC90,3654,0.0,8.256837729459909e-06,1.0
8122BF9D0,3654,0.0,1.531111595884167e-05,0.0
800BDCB30,3655,0.0,8.256837729459909e-06,2.0
8024C23E0,3655,0.0,1.1783976844150791e-05,1.0
80004AA30,2088,0.0,8.256837729459909e-06,2.0
809ED2D80,2088,0.0,1.1783976844150791e-05,0.0
801A094D0,3656,0.0,8.256837729459909e-06,1.0
8028555C0,3656,0.0,1.531111595884167e-05,0.5
80228BF20,3657,0.0,8.256837729459909e-06,1.0
802E3F640,3657,0.0,1.531111595884167e-05,0.0
803070260,3658,0.0,8.256837729459909e-06,1.0
803269840,3658,0.0,1.531111595884167e-05,0.0
809625760,3659,0.0,8.256837729459909e-06,1.0
809AAE9E0,3659,0.0,1.531111595884167e-05,0.0
806A05ED0,3660,0.0,8.256837729459909e-06,1.0
808CDCAF0,3660,0.0,1.531111595884167e-05,0.0
802CF7170,3661,0.0,3.379842235911546e-05,0.5
812BF4630,3662,0.0,3.379842235911546e-05,0.5
807698FB0,3663,0.0,8.256837729459909e-06,1.0
80813D7C0,3663,0.0,1.531111595884167e-05,0.0
808899200,3664,0.0,3.379842235911546e-05,0.5
804FA7B90,91,0.0,2.0313976944827126e-05,0.0
8020D1D20,3665,0.0,8.256837729459909e-06,1.0
8020D1C80,3665,0.0,1.531111595884167e-05,0.5
8006D5540,3666,0.0,1.1783976844150791e-05,0.5
800DB38D0,3666,0.0,1.859151296010193e-05,0.5
8076AA910,32,0.0,8.300382656801772e-06,0.0
80FE52DF0,3667,0.0,2.687673646186538e-05,0.6666666666666666
81083A640,3667,0.0,1.9822458232483622e-05,0.5
810A2B870,3668,0.0,3.379842235911546e-05,0.5
806CAFB80,3669,0.0,8.256837729459909e-06,1.0
80B791EB0,3669,0.0,1.531111595884167e-05,0.5
802E17B30,3670,0.0,8.256837729459909e-06,2.0
807DE0930,3670,0.0,1.1783976844150791e-05,0.0
80144D490,3671,0.0,1.531111595884167e-05,0.5
80B89CB00,3671,0.0,2.1871909961362203e-05,0.0
8006642B0,3672,0.0,8.256837729459909e-06,1.0
809739560,3672,0.0,1.531111595884167e-05,0.0
80CDFF000,3673,0.0,8.256837729459909e-06,1.0
80CF63F30,3673,0.0,1.531111595884167e-05,0.5
803D3CCF0,3674,0.0,1.4463470640261736e-05,1.0
800948A40,3675,0.0,8.256837729459909e-06,1.0
803C16F80,3675,0.0,1.531111595884167e-05,0.5
80B7BA8C0,3676,0.0,8.256837729459909e-06,3.0
80C02B790,3676,0.0,1.0608263805920497e-05,0.5
80B9F8D50,3677,0.0,8.256837729459909e-06,1.0
81339CAA0,3677,0.0,1.531111595884167e-05,0.0
813E59291,3678,0.0,8.256837729459909e-06,2.0
814939431,3678,0.0,1.1783976844150791e-05,0.0
80DB93EC0,3679,0.0,8.256837729459909e-06,1.0
80F0BC550,3679,0.0,1.531111595884167e-05,0.0
80018F9C0,3680,0.0,1.4463470640261736e-05,1.0
80B5282B0,76,0.0,1.531111595884167e-05,1.0
8144F17B0,76,0.0,2.130649517625993e-05,0.0
8035E3770,3681,0.0,8.256837729459909e-06,1.0
8035D27F0,3681,0.0,1.531111595884167e-05,0.0
808484850,3682,0.0,8.256837729459909e-06,1.0
80DD50990,3682,0.0,1.531111595884167e-05,0.0
804DBC620,3683,0.0,8.256837729459909e-06,1.0
8050BB730,3683,0.0,1.531111595884167e-05,0.0
80069F200,91,0.0,8.304174679462898e-06,1.0
80167A3C0,91,0.0,1.1801430563141643e-05,0.0
80169B340,3684,0.0,1.531111595884167e-05,0.5
80B164140,3684,0.0,2.1871909961362203e-05,0.0
803AF3600,3685,0.0,8.256837729459909e-06,1.0
804540C30,3685,0.0,1.531111595884167e-05,0.0
8026E9580,3686,0.0,8.256837729459909e-06,2.0
806981AC0,3686,0.0,1.8838255073532552e-05,0.3333333333333333
8035D9F80,3687,0.0,8.256837729459909e-06,1.0
8059001A0,3687,0.0,1.531111595884167e-05,0.0
80835EEC0,3688,0.0,8.256837729459909e-06,1.0
808EEAB60,3688,0.0,1.531111595884167e-05,0.0
804C79D30,3689,0.0,3.379842235911546e-05,0.5
81053F1F0,3690,0.0,3.379842235911546e-05,0.5
8097C1A50,3691,0.0,8.256837729459909e-06,1.0
80D41D220,3691,0.0,1.531111595884167e-05,0.0
8140DB9A1,3692,0.0,8.256837729459909e-06,1.0
8140DB171,3692,0.0,1.531111595884167e-05,0.0
808478920,1633,0.0,1.1783976844150791e-05,0.0
80B732E40,3693,0.0,8.256837729459909e-06,1.0
80C0543C0,3693,0.0,1.531111595884167e-05,0.0
80A738A00,3694,0.0,8.256837729459909e-06,2.0
80A9329C0,3694,0.0,1.1783976844150791e-05,0.0
800580AF0,3695,0.0,8.256837729459909e-06,1.0
80178AE50,3695,0.0,1.531111595884167e-05,0.0
809164C10,3696,0.0,8.256837729459909e-06,1.0
809310290,3696,0.0,1.531111595884167e-05,0.0
8133645D0,1583,0.0,1.3547546401496232e-05,0.0
802B945F0,3697,0.0,8.256837729459909e-06,2.0
80E6B8AC0,3697,0.0,1.1783976844150791e-05,0.0
8011DFCB0,3698,0.0,8.256837729459909e-06,1.0
805764AB0,3698,0.0,1.531111595884167e-05,0.0
813B37C41,3699,0.0,8.256837729459909e-06,2.0
813C5EB41,3699,0.0,1.1783976844150791e-05,0.0
8120A4070,32,0.0,8.300382656801772e-06,0.0
800A45B10,3700,0.0,8.256837729459909e-06,1.0
8080A5E60,3700,0.0,1.531111595884167e-05,0.0
803288DC0,601,0.0,1.3424175344780922e-05,0.0
8029C79E0,3701,0.0,3.379842235911546e-05,0.5
803305F60,3702,0.0,8.256837729459909e-06,1.0
805A0A170,3702,0.0,1.531111595884167e-05,0.0
806755EE0,3703,0.0,8.256837729459909e-06,1.0
8098B3D90,3703,0.0,1.531111595884167e-05,0.0
8117661B0,3704,0.0,3.379842235911546e-05,0.5
80E22FD50,3705,0.0,8.256837729459909e-06,1.0
80E5A7840,3705,0.0,1.531111595884167e-05,0.5
809E1A3D0,3706,0.0,8.256837729459909e-06,1.0
814212C30,3706,0.0,1.531111595884167e-05,0.0
8027B7E90,3707,0.0,8.256837729459909e-06,2.0
802D39620,3707,0.0,1.1783976844150791e-05,0.0
800478C70,3708,0.0,8.256837729459909e-06,2.0
8037A8960,3708,2.7679745346342814e-08,1.1783976844150791e-05,0.5
80E2C0920,3709,0.0,8.256837729459909e-06,1.0
80EA8BE80,3709,0.0,1.531111595884167e-05,0.0
800D4D930,3710,0.0,8.256837729459909e-06,2.0
80975E780,3710,0.0,1.1783976844150791e-05,0.0
801328430,3711,0.0,8.256837729459909e-06,1.0
81232B850,3711,0.0,1.531111595884167e-05,0.0
801089760,3712,0.0,8.256837729459909e-06,1.0
805260F90,3712,0.0,1.531111595884167e-05,0.0
812E4E870,3713,0.0,8.256837729459909e-06,1.0
813E5FA70,3713,0.0,1.531111595884167e-05,0.0
8021DD600,2112,0.0,8.256837729459909e-06,1.0
80696ECD0,3714,0.0,8.256837729459909e-06,1.0
80696EE10,3714,0.0,1.531111595884167e-05,0.0
806B2AC50,483,0.0,8.256837729459909e-06,2.0
8073A2190,483,0.0,1.1783976844150791e-05,0.0
8053A4450,3715,0.0,1.4463470640261736e-05,1.0
80C38E4D0,3715,0.0,1.4463470640261736e-05,0.0
80D115B60,3716,0.0,8.256837729459909e-06,1.0
8104F6D60,3716,0.0,1.531111595884167e-05,0.0
802786D00,3717,0.0,8.256837729459909e-06,1.0
8051D51B0,3717,0.0,1.531111595884167e-05,0.0
808D60AF0,3718,0.0,8.256837729459909e-06,1.0
8034C9EC0,3718,0.0,1.531111595884167e-05,0.0
80E4E9470,3719,0.0,8.256837729459909e-06,1.0
80F1355E0,3719,0.0,1.531111595884167e-05,0.0
80D5DDD40,3720,0.0,8.256837729459909e-06,2.0
80D79C670,3720,0.0,1.1783976844150791e-05,0.0
801EBFBF0,3721,0.0,8.256837729459909e-06,2.0
800B10B00,3721,0.0,1.1783976844150791e-05,0.5
8011A1F10,3722,0.0,1.4463470640261736e-05,1.0
801F132C0,3722,0.0,1.4463470640261736e-05,0.0
8009AB2B0,3723,0.0,8.256837729459909e-06,1.0
80135D7C0,3723,0.0,1.531111595884167e-05,0.5
805A2BF20,3724,0.0,1.531111595884167e-05,0.5
807595470,3724,0.0,3.195984307857361e-05,0.0
80B331A60,3725,0.0,8.256837729459909e-06,1.0
80BF92F20,3725,0.0,1.531111595884167e-05,1.0
803E9AC10,3726,0.0,8.256837729459909e-06,1.0
803E9B240,3726,0.0,1.531111595884167e-05,0.5
80B843B50,76,0.0,8.311399867716372e-06,0.0
8043FB890,208,0.0,8.256837729459909e-06,1.0
80E5E6E20,3727,0.0,8.256837729459909e-06,1.0
80F3BCBC0,3727,0.0,1.531111595884167e-05,0.0
804274A30,3728,0.0,8.256837729459909e-06,1.0
8141F1310,3728,0.0,1.531111595884167e-05,0.0
802ADDE30,3729,0.0,8.256837729459909e-06,1.0
80656D7D0,3729,0.0,1.531111595884167e-05,0.0
812B79BA0,91,0.0,8.304174679462898e-06,0.0
803EA9DE0,3730,0.0,3.379842235911546e-05,0.5
80E961700,3731,0.0,8.256837729459909e-06,1.0
80E95A7A0,3731,0.0,1.531111595884167e-05,0.0
800BD15C0,3732,0.0,1.4463470640261736e-05,1.0
802913D10,3732,0.0,1.4463470640261736e-05,0.0
805B448D0,3733,0.0,3.379842235911546e-05,0.5
803028340,3734,0.0,1.4463470640261736e-05,1.0
805B8AAD0,3735,0.0,8.256837729459909e-06,1.0
80D567940,3735,0.0,1.531111595884167e-05,0.0
801B89980,3736,0.0,8.256837729459909e-06,1.0
8067A6610,3736,0.0,1.531111595884167e-05,0.5
806D18550,3737,0.0,8.256837729459909e-06,1.0
8092592A0,3737,0.0,1.531111595884167e-05,0.0
8001704C0,3738,0.0,8.256837729459909e-06,1.0
800AA1200,3738,0.0,1.531111595884167e-05,0.5
80E2654E0,3739,0.0,8.256837729459909e-06,1.0
80F56A720,3739,0.0,2.236539418822343e-05,0.0
80615F2D0,3740,0.0,8.256837729459909e-06,1.0
8074D1380,3740,0.0,1.531111595884167e-05,0.0
80A7D8ED0,3741,0.0,3.379842235911546e-05,0.5
800F8FA80,3742,0.0,1.1783976844150791e-05,1.5
8077FE810,3742,0.0,1.1701729473007251e-05,0.0
800391A30,3743,0.0,1.4463470640261736e-05,1.0
80124CA00,3743,0.0,1.4463470640261736e-05,0.0
80A0E9630,3744,0.0,1.4463470640261736e-05,1.0
80A126BF0,3744,0.0,1.4463470640261736e-05,0.0
8064B1CB0,3745,0.0,3.379842235911546e-05,0.5
8027C33B0,91,0.0,1.5346023396823377e-05,0.5
